"Driver","Year","GP","Pitlane"
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"GRO",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"LAT",2020,"Sakhir",0
"VER",2021,"Bahrain",0
"TSU",2021,"Bahrain",0
"HAM",2021,"Bahrain",0
"LEC",2021,"Bahrain",0
"RIC",2021,"Bahrain",0
"GAS",2021,"Bahrain",0
"ALO",2021,"Bahrain",0
"NOR",2021,"Bahrain",0
"GIO",2021,"Bahrain",0
"PER",2021,"Bahrain",1
"BOT",2021,"Bahrain",0
"STR",2021,"Bahrain",0
"RUS",2021,"Bahrain",0
"RAI",2021,"Bahrain",0
"SAI",2021,"Bahrain",0
"OCO",2021,"Bahrain",0
"LAT",2021,"Bahrain",0
"VET",2021,"Bahrain",0
"MSC",2021,"Bahrain",0
"MAZ",2021,"Bahrain",0
"BOT",2021,"Monaco",0
"LEC",2021,"Monaco",0
"VER",2021,"Monaco",0
"NOR",2021,"Monaco",0
"SAI",2021,"Monaco",0
"GAS",2021,"Monaco",0
"HAM",2021,"Monaco",0
"PER",2021,"Monaco",0
"GIO",2021,"Monaco",0
"OCO",2021,"Monaco",0
"RIC",2021,"Monaco",0
"RAI",2021,"Monaco",0
"STR",2021,"Monaco",0
"RUS",2021,"Monaco",0
"VET",2021,"Monaco",0
"TSU",2021,"Monaco",0
"ALO",2021,"Monaco",0
"LAT",2021,"Monaco",0
"MAZ",2021,"Monaco",0
"MSC",2021,"Monaco",0
"NOR",2021,"Spain",0
"BOT",2021,"Spain",0
"LEC",2021,"Spain",0
"VER",2021,"Spain",0
"GAS",2021,"Spain",0
"PER",2021,"Spain",0
"SAI",2021,"Spain",0
"STR",2021,"Spain",0
"HAM",2021,"Spain",0
"RIC",2021,"Spain",0
"ALO",2021,"Spain",0
"OCO",2021,"Spain",0
"VET",2021,"Spain",0
"RUS",2021,"Spain",0
"GIO",2021,"Spain",0
"TSU",2021,"Spain",0
"RAI",2021,"Spain",0
"MSC",2021,"Spain",0
"LAT",2021,"Spain",0
"MAZ",2021,"Spain",0
"BOT",2021,"Imola",0
"HAM",2021,"Imola",0
"NOR",2021,"Imola",0
"VER",2021,"Imola",0
"OCO",2021,"Imola",0
"PER",2021,"Imola",0
"SAI",2021,"Imola",0
"LEC",2021,"Imola",0
"VET",2021,"Imola",1
"STR",2021,"Imola",0
"GAS",2021,"Imola",0
"LAT",2021,"Imola",0
"RIC",2021,"Imola",0
"RUS",2021,"Imola",0
"ALO",2021,"Imola",0
"RAI",2021,"Imola",0
"GIO",2021,"Imola",0
"MSC",2021,"Imola",0
"MAZ",2021,"Imola",0
"TSU",2021,"Imola",0
"VER",2021,"Austria",0
"BOT",2021,"Austria",0
"NOR",2021,"Austria",0
"TSU",2021,"Austria",0
"PER",2021,"Austria",0
"HAM",2021,"Austria",0
"LEC",2021,"Austria",0
"GAS",2021,"Austria",0
"STR",2021,"Austria",0
"SAI",2021,"Austria",0
"ALO",2021,"Austria",0
"RUS",2021,"Austria",0
"VET",2021,"Austria",0
"GIO",2021,"Austria",0
"RIC",2021,"Austria",0
"LAT",2021,"Austria",0
"OCO",2021,"Austria",0
"RAI",2021,"Austria",0
"MSC",2021,"Austria",0
"MAZ",2021,"Austria",0
"VER",2021,"Great Britain",0
"HAM",2021,"Great Britain",0
"LEC",2021,"Great Britain",0
"PER",2021,"Great Britain",1
"RIC",2021,"Great Britain",0
"SAI",2021,"Great Britain",0
"OCO",2021,"Great Britain",0
"NOR",2021,"Great Britain",0
"BOT",2021,"Great Britain",0
"VET",2021,"Great Britain",0
"ALO",2021,"Great Britain",0
"GIO",2021,"Great Britain",0
"GAS",2021,"Great Britain",0
"RUS",2021,"Great Britain",0
"STR",2021,"Great Britain",0
"TSU",2021,"Great Britain",0
"RAI",2021,"Great Britain",0
"LAT",2021,"Great Britain",0
"MSC",2021,"Great Britain",0
"MAZ",2021,"Great Britain",0
"VER",2021,"Hungary",0
"HAM",2021,"Hungary",0
"BOT",2021,"Hungary",0
"SAI",2021,"Hungary",0
"GAS",2021,"Hungary",0
"STR",2021,"Hungary",0
"NOR",2021,"Hungary",0
"LEC",2021,"Hungary",0
"VET",2021,"Hungary",0
"ALO",2021,"Hungary",0
"PER",2021,"Hungary",0
"OCO",2021,"Hungary",0
"RAI",2021,"Hungary",0
"RIC",2021,"Hungary",0
"GIO",2021,"Hungary",1
"TSU",2021,"Hungary",0
"RUS",2021,"Hungary",0
"LAT",2021,"Hungary",0
"MAZ",2021,"Hungary",0
"MSC",2021,"Hungary",0
"NOR",2021,"Belgium",0
"VER",2021,"Belgium",0
"HAM",2021,"Belgium",0
"PER",2021,"Belgium",1
"RUS",2021,"Belgium",0
"BOT",2021,"Belgium",0
"VET",2021,"Belgium",0
"GAS",2021,"Belgium",0
"LEC",2021,"Belgium",0
"LAT",2021,"Belgium",0
"SAI",2021,"Belgium",0
"RIC",2021,"Belgium",0
"STR",2021,"Belgium",0
"ALO",2021,"Belgium",0
"OCO",2021,"Belgium",0
"GIO",2021,"Belgium",0
"TSU",2021,"Belgium",0
"MSC",2021,"Belgium",0
"RAI",2021,"Belgium",1
"MAZ",2021,"Belgium",0
"HAM",2021,"Azerbaijan",0
"VER",2021,"Azerbaijan",0
"PER",2021,"Azerbaijan",0
"SAI",2021,"Azerbaijan",0
"NOR",2021,"Azerbaijan",0
"LEC",2021,"Azerbaijan",0
"GAS",2021,"Azerbaijan",0
"RIC",2021,"Azerbaijan",0
"OCO",2021,"Azerbaijan",0
"VET",2021,"Azerbaijan",0
"TSU",2021,"Azerbaijan",0
"BOT",2021,"Azerbaijan",0
"RUS",2021,"Azerbaijan",0
"RAI",2021,"Azerbaijan",0
"ALO",2021,"Azerbaijan",0
"LAT",2021,"Azerbaijan",0
"MSC",2021,"Azerbaijan",0
"MAZ",2021,"Azerbaijan",0
"STR",2021,"Azerbaijan",0
"GIO",2021,"Azerbaijan",0
"LEC",2021,"Austin",0
"VER",2021,"Austin",0
"PER",2021,"Austin",0
"RIC",2021,"Austin",0
"NOR",2021,"Austin",0
"SAI",2021,"Austin",0
"GAS",2021,"Austin",0
"HAM",2021,"Austin",0
"BOT",2021,"Austin",0
"VET",2021,"Austin",0
"TSU",2021,"Austin",0
"RUS",2021,"Austin",0
"OCO",2021,"Austin",0
"ALO",2021,"Austin",0
"GIO",2021,"Austin",0
"STR",2021,"Austin",0
"LAT",2021,"Austin",0
"RAI",2021,"Austin",0
"MSC",2021,"Austin",0
"MAZ",2021,"Austin",0
"BOT",2021,"Mexico",0
"LEC",2021,"Mexico",0
"VER",2021,"Mexico",0
"GAS",2021,"Mexico",0
"PER",2021,"Mexico",0
"HAM",2021,"Mexico",0
"TSU",2021,"Mexico",0
"VET",2021,"Mexico",0
"SAI",2021,"Mexico",0
"NOR",2021,"Mexico",0
"RAI",2021,"Mexico",0
"RIC",2021,"Mexico",0
"GIO",2021,"Mexico",0
"RUS",2021,"Mexico",0
"OCO",2021,"Mexico",0
"ALO",2021,"Mexico",0
"LAT",2021,"Mexico",0
"MSC",2021,"Mexico",0
"MAZ",2021,"Mexico",0
"STR",2021,"Mexico",0
"HAM",2021,"Brazil",0
"BOT",2021,"Brazil",0
"SAI",2021,"Brazil",0
"LEC",2021,"Brazil",0
"PER",2021,"Brazil",0
"VER",2021,"Brazil",0
"GIO",2021,"Brazil",0
"GAS",2021,"Brazil",0
"TSU",2021,"Brazil",0
"NOR",2021,"Brazil",0
"RIC",2021,"Brazil",0
"ALO",2021,"Brazil",0
"OCO",2021,"Brazil",0
"VET",2021,"Brazil",0
"RAI",2021,"Brazil",1
"STR",2021,"Brazil",0
"LAT",2021,"Brazil",0
"RUS",2021,"Brazil",0
"MSC",2021,"Brazil",0
"MAZ",2021,"Brazil",0
"HAM",2021,"Abu Dhabi",0
"BOT",2021,"Abu Dhabi",0
"VER",2021,"Abu Dhabi",0
"PER",2021,"Abu Dhabi",0
"TSU",2021,"Abu Dhabi",0
"LEC",2021,"Abu Dhabi",0
"GAS",2021,"Abu Dhabi",0
"NOR",2021,"Abu Dhabi",0
"SAI",2021,"Abu Dhabi",0
"OCO",2021,"Abu Dhabi",0
"RIC",2021,"Abu Dhabi",0
"ALO",2021,"Abu Dhabi",0
"STR",2021,"Abu Dhabi",0
"GIO",2021,"Abu Dhabi",0
"VET",2021,"Abu Dhabi",0
"LAT",2021,"Abu Dhabi",0
"RUS",2021,"Abu Dhabi",0
"RAI",2021,"Abu Dhabi",0
"MSC",2021,"Abu Dhabi",0
"MAZ",2021,"Abu Dhabi",NA
"HAM",2021,"Monza",0
"BOT",2021,"Monza",0
"NOR",2021,"Monza",0
"VER",2021,"Monza",0
"SAI",2021,"Monza",0
"GIO",2021,"Monza",0
"LEC",2021,"Monza",0
"RIC",2021,"Monza",0
"PER",2021,"Monza",0
"VET",2021,"Monza",0
"STR",2021,"Monza",0
"GAS",2021,"Monza",1
"ALO",2021,"Monza",0
"OCO",2021,"Monza",0
"RUS",2021,"Monza",0
"LAT",2021,"Monza",0
"TSU",2021,"Monza",1
"MSC",2021,"Monza",0
"KUB",2021,"Monza",0
"MAZ",2021,"Monza",0
"HAM",2021,"Qatar",0
"VER",2021,"Qatar",0
"BOT",2021,"Qatar",0
"SAI",2021,"Qatar",0
"PER",2021,"Qatar",0
"ALO",2021,"Qatar",0
"TSU",2021,"Qatar",0
"GAS",2021,"Qatar",0
"VET",2021,"Qatar",0
"STR",2021,"Qatar",0
"OCO",2021,"Qatar",0
"RIC",2021,"Qatar",0
"LEC",2021,"Qatar",0
"NOR",2021,"Qatar",0
"RUS",2021,"Qatar",0
"RAI",2021,"Qatar",0
"LAT",2021,"Qatar",0
"GIO",2021,"Qatar",0
"MSC",2021,"Qatar",0
"MAZ",2021,"Qatar",0
"PER",2021,"Saudi Arabia",0
"BOT",2021,"Saudi Arabia",0
"RIC",2021,"Saudi Arabia",0
"SAI",2021,"Saudi Arabia",0
"VER",2021,"Saudi Arabia",0
"LEC",2021,"Saudi Arabia",0
"NOR",2021,"Saudi Arabia",0
"GAS",2021,"Saudi Arabia",0
"HAM",2021,"Saudi Arabia",0
"TSU",2021,"Saudi Arabia",0
"OCO",2021,"Saudi Arabia",0
"RAI",2021,"Saudi Arabia",0
"GIO",2021,"Saudi Arabia",0
"RUS",2021,"Saudi Arabia",0
"ALO",2021,"Saudi Arabia",0
"LAT",2021,"Saudi Arabia",0
"VET",2021,"Saudi Arabia",0
"STR",2021,"Saudi Arabia",0
"MSC",2021,"Saudi Arabia",0
"MAZ",2021,"Saudi Arabia",0
"VER",2021,"France",0
"HAM",2021,"France",0
"PER",2021,"France",0
"BOT",2021,"France",0
"NOR",2021,"France",0
"GAS",2021,"France",0
"SAI",2021,"France",0
"VET",2021,"France",0
"OCO",2021,"France",0
"ALO",2021,"France",0
"RIC",2021,"France",0
"LEC",2021,"France",0
"GIO",2021,"France",0
"MSC",2021,"France",0
"RUS",2021,"France",0
"LAT",2021,"France",0
"RAI",2021,"France",0
"MAZ",2021,"France",0
"STR",2021,"France",0
"TSU",2021,"France",1
"LEC",2021,"Netherlands",0
"SAI",2021,"Netherlands",0
"VER",2021,"Netherlands",0
"GIO",2021,"Netherlands",0
"LAT",2021,"Netherlands",1
"HAM",2021,"Netherlands",0
"OCO",2021,"Netherlands",0
"BOT",2021,"Netherlands",0
"RIC",2021,"Netherlands",0
"GAS",2021,"Netherlands",0
"RUS",2021,"Netherlands",0
"ALO",2021,"Netherlands",0
"STR",2021,"Netherlands",0
"TSU",2021,"Netherlands",0
"NOR",2021,"Netherlands",0
"PER",2021,"Netherlands",1
"VET",2021,"Netherlands",0
"KUB",2021,"Netherlands",0
"MSC",2021,"Netherlands",0
"MAZ",2021,"Netherlands",0
"HAM",2021,"Turkey",0
"VER",2021,"Turkey",0
"GAS",2021,"Turkey",0
"LEC",2021,"Turkey",0
"PER",2021,"Turkey",0
"BOT",2021,"Turkey",0
"NOR",2021,"Turkey",0
"ALO",2021,"Turkey",0
"SAI",2021,"Turkey",0
"TSU",2021,"Turkey",0
"RUS",2021,"Turkey",0
"OCO",2021,"Turkey",0
"STR",2021,"Turkey",0
"MSC",2021,"Turkey",0
"VET",2021,"Turkey",0
"RIC",2021,"Turkey",0
"LAT",2021,"Turkey",0
"GIO",2021,"Turkey",0
"RAI",2021,"Turkey",0
"MAZ",2021,"Turkey",0
"HAM",2021,"Russia",0
"BOT",2021,"Russia",0
"PER",2021,"Russia",0
"VET",2021,"Russia",0
"NOR",2021,"Russia",0
"GAS",2021,"Russia",0
"ALO",2021,"Russia",0
"SAI",2021,"Russia",0
"OCO",2021,"Russia",0
"LAT",2021,"Russia",0
"RUS",2021,"Russia",0
"STR",2021,"Russia",0
"RIC",2021,"Russia",0
"LEC",2021,"Russia",0
"TSU",2021,"Russia",0
"RAI",2021,"Russia",0
"MSC",2021,"Russia",0
"GIO",2021,"Russia",0
"MAZ",2021,"Russia",0
"VER",2021,"Russia",0
"BOT",2021,"Portugal",0
"NOR",2021,"Portugal",0
"HAM",2021,"Portugal",0
"OCO",2021,"Portugal",0
"SAI",2021,"Portugal",0
"PER",2021,"Portugal",0
"LEC",2021,"Portugal",0
"VET",2021,"Portugal",0
"GIO",2021,"Portugal",0
"GAS",2021,"Portugal",0
"VER",2021,"Portugal",0
"TSU",2021,"Portugal",0
"ALO",2021,"Portugal",0
"RAI",2021,"Portugal",0
"RUS",2021,"Portugal",0
"RIC",2021,"Portugal",0
"STR",2021,"Portugal",0
"LAT",2021,"Portugal",0
"MSC",2021,"Portugal",0
"MAZ",2021,"Portugal",0
"VER",2021,"Styria",0
"BOT",2021,"Styria",0
"NOR",2021,"Styria",0
"TSU",2021,"Styria",0
"PER",2021,"Styria",0
"HAM",2021,"Styria",0
"LEC",2021,"Styria",0
"GAS",2021,"Styria",0
"STR",2021,"Styria",0
"SAI",2021,"Styria",0
"ALO",2021,"Styria",0
"RUS",2021,"Styria",0
"VET",2021,"Styria",0
"GIO",2021,"Styria",0
"RIC",2021,"Styria",0
"LAT",2021,"Styria",0
"OCO",2021,"Styria",0
"RAI",2021,"Styria",0
"MSC",2021,"Styria",0
"MAZ",2021,"Styria",0
"LEC",2022,"Bahrain",0
"SAI",2022,"Bahrain",0
"VER",2022,"Bahrain",0
"BOT",2022,"Bahrain",0
"MAG",2022,"Bahrain",0
"OCO",2022,"Bahrain",0
"GAS",2022,"Bahrain",0
"NOR",2022,"Bahrain",0
"RUS",2022,"Bahrain",0
"HAM",2022,"Bahrain",0
"PER",2022,"Bahrain",0
"ALO",2022,"Bahrain",0
"MSC",2022,"Bahrain",0
"ZHO",2022,"Bahrain",0
"ALB",2022,"Bahrain",0
"TSU",2022,"Bahrain",0
"HUL",2022,"Bahrain",0
"RIC",2022,"Bahrain",0
"STR",2022,"Bahrain",0
"LAT",2022,"Bahrain",0
"VER",2022,"Australia",0
"PER",2022,"Australia",0
"LEC",2022,"Australia",0
"SAI",2022,"Australia",0
"ALO",2022,"Australia",0
"BOT",2022,"Australia",0
"NOR",2022,"Australia",0
"HAM",2022,"Australia",0
"RUS",2022,"Australia",0
"GAS",2022,"Australia",0
"OCO",2022,"Australia",0
"RIC",2022,"Australia",0
"TSU",2022,"Australia",0
"ZHO",2022,"Australia",0
"MSC",2022,"Australia",0
"ALB",2022,"Australia",0
"MAG",2022,"Australia",0
"VET",2022,"Australia",0
"LAT",2022,"Australia",0
"STR",2022,"Australia",0
"VER",2022,"Japan",0
"SAI",2022,"Japan",0
